temperature,P_upstream,f_pinhole,k_diss_ref,metal_thickness,trap_dislocation_E_b,k_diss_metal_ref,K_s_ref,Y_flux,Y_permeability,Y_theta,regime_hit
1192.438191465355,2.6614057625777736,0.052087615468097044,2.096790880344277e-09,0.0012778462234275846,22075.893087159988,8.990600447101374e-08,0.02677851302485065,5.315952010553984e-08,7.303738535345374e-12,1.0231805953772249e-06,metal
1192.438191465355,5.662061487473502,0.009607022461796875,2.096790880344277e-09,0.0012778462234275846,22075.893087159988,8.990600447101374e-08,0.02677851302485065,1.8478830833839666e-08,7.303738535345374e-12,2.176774514446985e-06,metal
1192.438191465355,5.662061487473502,0.052087615468097044,1.705489899753553e-09,0.0012778462234275846,22075.893087159988,8.990600447101374e-08,0.02677851302485065,8.761688812751343e-08,7.303738535345374e-12,1.7705514047047557e-06,metal
1192.438191465355,5.662061487473502,0.052087615468097044,2.096790880344277e-09,0.004182259399841645,22075.893087159988,8.990600447101374e-08,0.02677851302485065,3.502856522243658e-08,7.303738535345374e-12,5.324312046526976e-06,metal
1192.438191465355,5.662061487473502,0.052087615468097044,2.096790880344277e-09,0.0012778462234275846,19536.92759325838,8.990600447101374e-08,0.02677851302485065,8.810049465702456e-08,7.303738535345374e-12,2.1767745144469824e-06,metal
1192.438191465355,5.662061487473502,0.052087615468097044,2.096790880344277e-09,0.0012778462234275846,22075.893087159988,4.887575712260988e-08,0.02677851302485065,7.017313774949542e-08,7.303738535345374e-12,2.176774514446985e-06,metal
1192.438191465355,5.662061487473502,0.052087615468097044,2.096790880344277e-09,0.0012778462234275846,22075.893087159988,8.990600447101374e-08,0.028534810713353388,9.195400962655419e-08,7.306451941991527e-12,2.091537390250377e-06,metal
1192.438191465355,2.6614057625777736,0.009607022461796875,1.705489899753553e-09,0.004182259399841645,19536.92759325838,4.887575712260988e-08,0.028534810713353388,4.723112300905924e-09,7.306451941991527e-12,1.9290013554854422e-06,metal
828.2585136288312,5.662061487473502,0.009607022461796875,1.705489899753553e-09,0.004182259399841645,19536.92759325838,4.887575712260988e-08,0.028534810713353388,2.114673785663142e-10,3.3122971054629268e-15,0.00011035782919728435,surface
828.2585136288312,2.6614057625777736,0.052087615468097044,1.705489899753553e-09,0.004182259399841645,19536.92759325838,4.887575712260988e-08,0.028534810713353388,1.741526616312346e-10,3.3122971054629268e-15,5.2765384138679925e-05,metal
828.2585136288312,2.6614057625777736,0.009607022461796875,2.096790880344277e-09,0.004182259399841645,19536.92759325838,4.887575712260988e-08,0.028534810713353388,1.2552418371813553e-10,3.3122971054629268e-15,6.436741507872388e-05,surface
828.2585136288312,2.6614057625777736,0.009607022461796875,1.705489899753553e-09,0.0012778462234275846,19536.92759325838,4.887575712260988e-08,0.028534810713353388,1.3876448588032595e-10,3.3122971054629268e-15,3.811753465699079e-05,surface
828.2585136288312,2.6614057625777736,0.009607022461796875,1.705489899753553e-09,0.004182259399841645,22075.893087159988,4.887575712260988e-08,0.028534810713353388,1.0578783745187446e-10,3.3122971054629268e-15,5.2765384138679945e-05,surface
828.2585136288312,2.6614057625777736,0.009607022461796875,1.705489899753553e-09,0.004182259399841645,19536.92759325838,8.990600447101374e-08,0.028534810713353388,1.0610057288118527e-10,3.3122971054629268e-15,5.2765384138679925e-05,surface
828.2585136288312,2.6614057625777736,0.009607022461796875,1.705489899753553e-09,0.004182259399841645,19536.92759325838,4.887575712260988e-08,0.02677851302485065,1.0475118741727076e-10,3.3121386960810326e-15,5.4130746197347116e-05,surface
828.2585136288312,2.6614057625777736,0.009607022461796875,1.705489899753553e-09,0.004182259399841645,19536.92759325838,4.887575712260988e-08,0.028534810713353388,1.0578783745187448e-10,3.3122971054629268e-15,5.2765384138679925e-05,surface
1065.76699917439,3.4546825634122764,0.02961854148129365,8.35760656979586e-09,0.002304821048236976,24301.83543797784,6.072893968992655e-08,0.04925912343768569,1.1640917776157417e-08,9.140962013765523e-13,1.3182178968039004e-05,metal
954.929705919796,3.4546825634122764,0.02961854148129365,8.35760656979586e-09,0.002304821048236976,24301.83543797784,6.072893968992655e-08,0.04925912343768569,3.451357215456143e-09,9.401328105459649e-14,4.036458886506465e-05,surface
1065.76699917439,0.4540268385165485,0.02961854148129365,8.35760656979586e-09,0.002304821048236976,24301.83543797784,6.072893968992655e-08,0.04925912343768569,2.2553857167917535e-09,9.140962013765523e-13,1.7329679487909758e-06,surface
1065.76699917439,3.4546825634122764,0.032076096448600266,8.35760656979586e-09,0.002304821048236976,24301.83543797784,6.072893968992655e-08,0.04925912343768569,1.2321169679483488e-08,9.140962013765523e-13,1.3182178968039004e-05,metal
1065.76699917439,3.4546825634122764,0.02961854148129365,3.792428462904081e-09,0.002304821048236976,24301.83543797784,6.072893968992655e-08,0.04925912343768569,9.816576867303766e-09,9.140962013765523e-13,5.983250972474361e-06,metal
1065.76699917439,3.4546825634122764,0.02961854148129365,8.35760656979586e-09,0.0011013349254134705,24301.83543797784,6.072893968992655e-08,0.04925912343768569,1.565280787070739e-08,9.140962013765523e-13,9.836474259280313e-06,surface
1065.76699917439,3.4546825634122764,0.02961854148129365,8.35760656979586e-09,0.002304821048236976,21762.86994407623,6.072893968992655e-08,0.04925912343768569,1.1640917776157429e-08,9.140962013765523e-13,1.3182178968038985e-05,metal
1065.76699917439,3.4546825634122764,0.02961854148129365,8.35760656979586e-09,0.002304821048236976,24301.83543797784,1.9698692341522683e-08,0.04925912343768569,7.8892035244223e-09,9.140962013765523e-13,1.3182178968039004e-05,surface
1065.76699917439,3.4546825634122764,0.02961854148129365,8.35760656979586e-09,0.002304821048236976,24301.83543797784,6.072893968992655e-08,0.051015421126188426,1.1831970794345248e-08,9.14153426758516e-13,1.2961637339040075e-05,metal
1065.76699917439,0.4540268385165485,0.032076096448600266,3.792428462904081e-09,0.0011013349254134705,21762.86994407623,1.9698692341522683e-08,0.051015421126188426,9.760213052040188e-10,9.14153426758516e-13,5.804309631130965e-07,surface
954.929705919796,3.4546825634122764,0.032076096448600266,3.792428462904081e-09,0.0011013349254134705,21762.86994407623,1.9698692341522683e-08,0.051015421126188426,2.442507696245504e-09,9.401647999253098e-14,1.5021108352263204e-05,surface
954.929705919796,0.4540268385165485,0.02961854148129365,3.792428462904081e-09,0.0011013349254134705,21762.86994407623,1.9698692341522683e-08,0.051015421126188426,3.290014626778251e-10,9.401647999253098e-14,1.975183341148098e-06,surface
954.929705919796,0.4540268385165485,0.032076096448600266,8.35760656979586e-09,0.0011013349254134705,21762.86994407623,1.9698692341522683e-08,0.051015421126188426,4.645332046115214e-10,9.401647999253098e-14,4.351543667196306e-06,surface
954.929705919796,0.4540268385165485,0.032076096448600266,3.792428462904081e-09,0.002304821048236976,21762.86994407623,1.9698692341522683e-08,0.051015421126188426,3.3448752563053857e-10,9.401647999253098e-14,2.388890951765511e-06,surface
