D_ref,E_D,K_s_ref,H_s,D_ox_ref,E_D_ox,K_ox_ref,H_sol_ox,metal_thickness,oxide_thickness,P_upstream,f_pinhole,f_crack,f_gb_defect,crack_thickness_factor,gb_diffusivity_factor,grain_size,gb_thickness,lattice_density,trap_dislocation_E_b,trap_dislocation_N_T,trap_gb_E_b,trap_gb_N_T,trap_vacancy_E_b,trap_vacancy_N_T,trap_carbide_E_b,trap_carbide_N_T,temperature,k_diss_ref,E_diss,K_eq_ref,H_eq,k_diss_metal_ref,E_diss_metal,K_eq_metal_ref,H_eq_metal,flux,permeability,theta,frac_surface,frac_oxide,frac_metal,PRF,D_eff,P_interface,flux_intact,flux_defect,regime,system_rate_limiting,dominant_path,target_preset
4.53320886763848e-08,68299.97683479912,0.005770583798516301,13707.691957858302,7.580436464115773e-17,70967.46745355154,0.39066925456954454,29506.94421030295,0.004153318160609058,3.937012015151553e-06,108996.03134026643,0.015318425459793205,0.0012538266566023068,0.03950355692679686,0.10464683966426291,67.28800820287763,9.742315878850183e-05,3.8782657827978197e-10,8.34355852050067e+28,19607.504217464077,335100876230002.8,29586.998628639216,2.3117338257347424e+16,46896.26703286002,8.335179932086494e+27,28915.87923553267,1.6740384806281784e+27,739.8366106149756,3.68650732297488e-06,50320.55858299276,2.2276932380906889e-07,23200.376924957265,7.639131975418364e-06,76677.8987288795,0.0002714118781587338,34056.81608882423,4.974338506802153e-10,1.465942388419209e-16,0.052887333229804115,3.60772449194988e-10,0.03719593036935027,0.9628040692698773,,2.7168354165374307e-12,100563.19512922867,4.684749375913253e-10,2.8958913088889974e-11,metal,metal,intact,metal
2.3296914216533163e-07,79568.60827978945,0.05755176268864413,1415.0882883977768,1.8375801498688487e-17,70746.57347392979,0.2883968794315806,102583.60155268152,0.0037069563380016856,5.1568195733892354e-06,9087755.390004804,0.06761195433579856,0.023243698837189835,0.0020327973397359263,0.1578762760617956,42.89867369449475,0.0004115031754081901,5.803978643661388e-10,1.1649141540082368e+29,24730.822209747632,416155481047012.2,25460.436935359987,2.146391383979424e+16,44192.5871239612,6.919593855762268e+27,31995.09598190882,1.2378901681990744e+27,627.417112794725,8.215303661200851e-06,67716.54253853326,3.169397678103618e-07,49638.83838860251,8.569720683478375e-05,79662.13302086231,0.0009134106441953644,15160.66657623969,1.676134509928107e-09,5.582285869921061e-19,0.0839598073770419,4.296541727365485e-09,0.2001052733087888,0.7998947223946694,,4.778230352045476e-13,2438.502155940144,2.911764411091098e-10,1.384958068818997e-09,metal,metal,pinhole,metal
3.962355383575718e-07,70051.84697900404,0.06746192641083466,14151.804362000425,7.087194777430287e-17,69706.17455082096,0.34523984611433595,54534.96416966315,0.0026176538513955766,7.661857699510046e-06,2407890.9320590445,0.05229078833836844,0.06606066035754889,0.09840192778951146,0.014205167710974373,64.65365242689617,5.860887041197682e-05,4.1430050031429943e-10,1.0030225970242363e+29,19157.682787858557,736849199689525.1,29357.031745828863,4.203685641221421e+16,46189.149048441024,7.347937303093239e+27,20602.804305539652,8.1949196757377e+26,762.4811613600199,4.846057861390011e-06,56103.68637250531,7.017766183082874e-07,25327.46498636614,0.0001315931347412657,83740.8750778015,0.0008598319269252596,32771.56319058424,2.3379376388559745e-07,3.312820814308764e-16,0.31069714679805555,1.1337718616369952e-08,0.2995900116398317,0.7004099770224497,,5.7173150061481256e-11,9768.726520159968,4.9213544800278926e-08,1.8458021908531853e-07,metal,mixed,mixed,metal
1.0767578174317962e-07,78968.24835522637,0.02752287688580846,24703.327926600614,5.255393985806409e-17,69020.74274999845,0.38695428823626343,136404.20851033373,0.001296125605081681,8.863822592060321e-06,3568632.5182682537,0.06191587849244662,0.012841044055956478,0.012451423888632665,0.3419385210381121,35.05264565663511,8.82527205570595e-05,4.6363093048017606e-10,1.1041659536062616e+29,21241.25524932077,546930795739192.94,26457.991960217518,1.2481476168962066e+16,42810.73389260387,1.8943769811214898e+27,24443.257512097127,1.6189368565845627e+27,1074.8933406238934,1.3208838700715134e-06,67336.57711116981,7.457457896515491e-07,34358.14296355774,4.77715374313616e-05,75666.56911716775,0.0008509252388520363,35048.52447264732,0.00029950824602940424,1.716656930039016e-11,0.4597964562663906,1.4894124181253099e-06,0.06850116625755583,0.9314973443300261,,1.122342464727256e-08,3044267.5171323568,0.0002715829945489798,2.7925251480424417e-05,metal,metal,intact,metal
1.7407581656783527e-07,61025.720927271366,0.07183446811156963,8716.98183640838,9.375696900133203e-18,70546.89150908151,0.09755123356613782,156082.20326663513,0.0042335568939222065,6.947798517741633e-06,86896.55853041624,0.0937081072690312,0.09668598184361954,0.013902921457231507,0.2450854686752829,5.8018960561388,2.557226922254851e-05,9.561036545478659e-10,1.1889021876027689e+29,18418.38056614708,224339745876678.0,26140.69770573126,6002111580028473.0,39589.105617846915,6.293081403355351e+27,28456.580327399075,1.2521372279607724e+27,653.0991545510578,5.177878331496842e-06,40589.24695878548,4.443638597400076e-07,13272.159599241772,0.000114153521411987,92533.6671345409,0.000971220911508395,5769.386901889041,2.5734945857301007e-09,2.6621525354238225e-19,0.08647743151832386,1.7489092810177175e-07,0.005567399552789675,0.9944324255562823,,1.153692386330993e-11,0.014851050089730856,8.983771875232048e-12,2.5645108138548684e-09,metal,metal,pinhole,metal
2.9344319673144467e-07,77685.82498263428,0.08600996037746113,30512.385927208703,6.317100424878942e-17,70433.89976710068,0.35503499539605293,92101.20263593589,0.001425032061047206,3.3954871562972746e-06,4532770.793979758,0.08281570716435696,0.08064374529697525,0.021236484464103644,0.330098117203166,92.20491653607085,4.324620256244439e-05,9.055159014707887e-10,8.368945735094505e+28,20066.25614628978,51841091214785.43,28527.871768695146,2.703363673118117e+16,40019.20515341498,4.0166602256008036e+27,23257.724636963576,1.4196208652737285e+27,939.4181197078813,2.7243475846066845e-06,68503.53905305092,9.126102449035297e-07,44567.74727153632,0.0001312806181857952,93878.41051855494,0.00041444073338080045,29376.322600423617,5.587041593559108e-05,8.47635587191581e-14,0.3794415158256278,2.42395457796133e-07,0.49993569018690104,0.5000640674176411,,3.116435282807069e-09,277186.263700111,3.263467986403079e-05,2.3235736071560295e-05,metal,mixed,mixed,metal
1.006638646758053e-07,61496.50924373363,0.002357081937038366,31478.426983275356,4.690696819778705e-19,69410.46680736355,0.19817407591773284,139236.3970315414,0.004400797581208664,2.296035478094939e-06,5948859.794002017,0.0949251979000095,0.0658625003675786,0.05612889775694302,0.09326190674693023,39.1705173589955,0.00024245947305043204,3.730748783631257e-10,1.055224757463105e+29,21996.580460328394,418841067496485.44,25063.77131085762,4.094544822397476e+16,45529.158650846264,7.369015943874918e+27,38945.80834429219,1.4161146202083057e+27,897.5602540675989,5.377052199866138e-06,64694.951327343624,8.663621410244245e-07,33656.39517002471,0.0001126194272335251,88482.61958252912,0.000768053194421387,31043.989939352115,1.2582013870321678e-07,1.0427697265003908e-15,0.4531144554997525,3.018341479907513e-10,0.08517708685847653,0.9148229128396894,,3.242213358224188e-10,4709328.481088327,9.604615975831482e-08,2.9773978944901965e-08,metal,metal,intact,metal
2.0772615399539542e-07,74798.56935794272,0.021699419836885215,47271.467844633116,4.746980465915945e-17,70824.88424813845,0.272146936812192,41390.42001880837,0.0038013503774765416,1.3828656790538756e-06,2979230.4553066473,0.02937668444495723,0.05549359330174418,0.06385634579056201,0.32960211339711276,45.5688075605425,0.00046365159733657065,9.93541713396309e-10,1.1614239694393892e+29,20712.741628902015,750851647517578.5,25912.630788051665,5.6028963007399544e+16,49394.24784642095,6.925089631832289e+27,35628.98391642015,2.25701196558476e+26,1002.8485018827671,1.1907080374281352e-07,55295.3479303008,6.438591627491609e-07,9342.610277122167,0.00010449898277991549,76181.83109111791,0.0007332028760544333,10300.54556203216,4.356326710106872e-06,9.455790579203271e-15,0.527794022528572,3.879137425089148e-07,0.28802276111154224,0.7119768509747153,,1.7630400422105896e-09,1271761.937010563,3.4818510341934586e-06,8.74475675913413e-07,metal,metal,intact,metal
1.5635070025467082e-07,74352.37736253257,0.09907985574067892,5689.152141443729,6.056437563907727e-17,69223.44873011264,0.24610296747535182,157793.20399958774,0.0016870944670061777,5.938599737754009e-06,5649963.270780441,0.045327769665542285,0.09157260285696932,0.05266986912089586,0.1401233295028648,63.283251189992704,0.00043388617071533664,6.494052278275828e-10,8.483691941230223e+28,20608.013321346833,406597718738756.44,29411.68923349078,5.479394243954577e+16,40943.4610799097,1.8995464954783182e+27,39590.86903133862,5.694940521050304e+26,1054.9821271281971,3.939800673808353e-06,65107.94581961063,6.143542869664151e-07,14065.4322182897,7.829004561072196e-05,81975.01777273069,0.000742893989436728,11169.65536593488,0.001428795397449877,3.4628921367222295e-11,0.583987967729254,2.13969387793107e-06,0.07971355284096837,0.9202843074651538,,1.2207608315844876e-08,4571887.880115652,0.0011364234316260634,0.00029237196582381354,metal,metal,intact,metal
1.4861446402382508e-07,62066.93087159666,0.06505987235903307,10217.089953517823,4.409190999706229e-18,70101.56103343097,0.3218391696975404,140581.97210848946,0.003002018416544824,2.3305115035142636e-06,7969748.585767612,0.013431002057810257,0.08698320070453659,0.04556791794597096,0.3966902044737913,97.15623494412647,0.0002891505659842695,8.19831439796454e-10,1.0960474826039318e+29,20023.882314352733,541312347578696.2,25354.996842993132,3.3286564366595228e+16,38336.66563705607,3.426252534009761e+26,24238.492456824228,5.936363187637614e+26,697.6370974172286,8.605038551652867e-06,69881.19408864969,4.4840784051924864e-07,19612.383561054245,0.00013142447805074165,82101.52472780789,0.0004421213336049996,13733.088839789678,1.9153559439878858e-07,5.36407332860853e-18,0.4189343825158712,3.1549702332370596e-07,0.17158259816185634,0.8284170863411203,,4.081127797868169e-10,2.4487620173887317,5.546155700347707e-09,1.8598943869844088e-07,metal,metal,pinhole,metal
2.0039747488201794e-07,76827.05554887558,0.0982035384027457,15853.1688124517,2.755797184464658e-17,69293.13178007446,0.12771372114633905,118575.94445672743,0.0017431076789749546,4.869145084436455e-06,7382375.749226286,0.005688742024685003,0.04222863340896676,0.08985882954544808,0.2110202171551828,76.9591609181341,0.00010787201745480995,6.42696401395409e-10,9.685504117205653e+28,23162.175209899142,442953241367268.5,26601.790041957953,4.342410787055671e+16,38950.689292463736,5.758653087095246e+27,24414.132904251266,4.148493838234749e+26,1135.8758091982381,1.5592476022131032e-06,52948.552746646994,3.548773486057785e-08,32166.61009375913,4.461135406311832e-05,75175.26042918095,0.00030290378890129757,10948.17475504203,0.0013639746430898643,3.0764513890096994e-12,0.23481093394730967,5.061691547380315e-07,0.4869611179297734,0.5130383759010722,,2.3716849405183208e-08,893206.5024350154,0.0009660941676558463,0.0003978804754340181,metal,oxide,intact,metal
2.332392711911768e-07,70554.70279961698,0.07930373740483414,23220.6084741678,3.4053098723780263e-17,69982.46564990886,0.26018044552601255,165077.63922210046,0.004276599705997067,3.301057938374495e-06,12599.448783087168,0.009449743937889991,0.02000644441449091,0.024543258739034828,0.4728459725733776,38.86418051581379,0.0004100288841235652,8.028142236452355e-10,1.0218569782147559e+29,15366.630850593197,70935195763200.56,26035.468258432298,2.0529014313050884e+16,37017.492658030955,6.427025712144868e+27,36831.042623586996,1.6755070181421008e+27,1220.214335923692,6.929469434729844e-06,44484.84523836877,5.790216181023168e-07,17457.347130783204,4.9646173862871276e-05,92210.43719478807,0.00035386130919684534,35062.418312032714,0.00011723218276078897,1.036145891898352e-09,0.06440024839267128,4.030473803997048e-05,0.0024516779311684,0.9975080173307916,,5.6883838054229196e-08,12477.824613541046,0.00011088698551007041,6.345197250718561e-06,metal,metal,intact,metal
4.134062688793336e-07,65302.94749657439,0.06445250005943315,30828.819720127187,2.655313666419695e-17,70587.1711031087,0.28941005493131644,87071.89918368272,0.0018801767707998754,7.102872377123799e-06,7626864.79197972,0.09725623135638228,0.08111448957644155,0.014753913224131426,0.40241686980155267,72.0571754361034,0.0004933900922520116,8.874561249129582e-10,1.1064567886738434e+29,23151.91556390105,246467816054212.1,25540.33033329231,1.763067707163721e+16,39520.21615900105,5.585502143269291e+27,34280.03604393313,1.366673237284755e+27,707.7593220027331,4.792325489615322e-06,66365.48039147814,7.488461380908275e-07,49914.488903996855,3.444027569884283e-05,74141.66006280338,0.00041573132189442466,29365.29246489084,1.014389869904813e-07,3.066139869009843e-17,0.1793829371007299,2.5255802732195834e-08,0.14552405439977323,0.854475920344424,,8.224641259843111e-11,1437.3052152428722,9.487613629398971e-09,9.195137336108233e-08,metal,metal,pinhole,metal
1.5804896334472103e-08,78542.18949949252,0.026946014146662665,42530.78047281564,4.49133208331842e-18,70948.92084944648,0.24829709289201846,91107.59666287083,0.0031903237270907736,2.783350711171963e-06,2647109.037581747,0.06207283513511865,0.06147456573244951,0.0341977905648646,0.09034008854798745,50.00790740200838,0.00038352828959706004,6.860646654957773e-10,1.083484368775128e+29,17669.017707825944,436147597077242.75,25388.56503008962,2.3750000958006196e+16,49014.03210320063,5.326275508074644e+27,36995.86691884063,1.571071839097e+27,781.2310027078659,4.206332838161323e-06,60577.12039795586,2.1928126678549458e-08,18581.665238445898,9.2134047405198e-05,87601.92146240995,0.0002051098829114405,15721.79706768638,2.4768477511120565e-09,6.092334581833966e-17,0.102924105412101,2.2107682547387114e-11,0.05710845156713232,0.9428915484107598,,2.036555430189122e-12,2299446.7729934873,2.0633977467448874e-09,4.1345000436716917e-10,metal,metal,intact,metal
1.3594077434304746e-07,69242.64903497387,0.08095472935278335,40111.711912642895,7.528745034423092e-17,69948.60398942383,0.21726685135920004,134695.87490705866,0.004532169035412297,6.910325243377081e-06,2556157.1617122185,0.0049718571516592786,0.02360704871608162,0.04960765751527419,0.404913812275192,29.017731425115805,0.00034845181491954455,9.284386541851282e-10,1.0815170106978372e+29,16385.768507105033,284842274833105.75,27667.347964688648,4.3822051913530184e+16,39373.864248713726,2.0308417334959542e+27,28468.219921233052,1.9836047927585706e+27,1232.780827930788,6.306991937642217e-06,59795.17143183505,5.412765777721943e-07,15038.410532406204,4.618403836197448e-05,70466.87659186225,0.00036468529018811037,13865.235134361086,0.0018910423172591197,2.545750851016401e-10,0.49625371283580566,1.181734833054064e-06,0.028498292683552907,0.9715005255816141,,6.612547455643064e-08,2397652.7062549647,0.0017395379017103797,0.00015150441554873995,metal,metal,intact,metal
3.644609726734471e-07,78226.66639340334,0.002378572011226911,1254.580711657018,1.0664662099091946e-17,69110.68081245721,0.23560994141808106,48863.56903920511,0.0016599036266902554,6.0067548615491495e-06,1137119.8358146562,0.09702275737587573,0.09290403161766708,0.042108464233655496,0.15014469292840568,18.594703399010044,0.0004367820589050466,9.344832299788262e-10,9.894888441309988e+28,15758.632445056282,757595887797622.8,25302.42078363315,2.1585497885007176e+16,42322.349306792064,5.374615081296397e+27,32774.071854661364,4.579699481498472e+25,1173.0447810909739,7.009177176689411e-06,46254.31627998966,3.1389716210023137e-07,7985.2916393462965,4.2660091786019264e-05,92290.39339220311,0.0008990731104541644,30288.987135672658,1.3290903461386153e-05,2.011162977243406e-14,0.3478291468543255,2.3475145244937574e-07,0.34630037357746235,0.6536993916710852,,5.0723757282724414e-08,2227.997235029456,2.620966497375603e-06,1.066993696401055e-05,metal,mixed,mixed,metal
1.6415131606431873e-08,65176.567615135486,0.04583458188448339,47457.68183419404,2.6087317439875106e-17,69974.09303988355,0.37346876622248604,160539.70395753498,0.0030830458662109007,2.207553422602131e-06,757824.6265172735,0.02805914747510333,0.014955069473657349,0.026021977839588227,0.2698653202274485,54.26365286868432,0.000364467068010365,3.739535366562878e-10,1.1582979204464826e+29,15142.61155961216,553427331967654.1,29846.541777251718,5968740136694346.0,40586.911030061034,1.4902127432746576e+27,31259.185732873782,1.8668859803687304e+27,960.4616691573048,6.221333839801654e-06,63386.71858198879,2.0403917570493477e-07,36121.68032892795,0.00011675615065546407,99601.40077639348,0.000694267353548665,28381.759077409457,2.6421428726949746e-06,1.7862404538023004e-12,0.13509077225563443,2.1941021078675313e-08,0.002840003652561565,0.9971599744064173,,7.332823732346629e-10,753215.0696053886,2.4592561566105796e-06,1.8288671608439504e-07,metal,metal,intact,metal
1.2731808821735616e-08,73253.17533159044,0.012094307421817633,23678.45653452779,3.3172796497800797e-17,70649.3043703885,0.32478500491100365,49690.849597145585,0.004643825331484039,4.747111743241367e-06,2196393.317380271,0.02734081290535894,0.05599701441100936,0.08347826666323288,0.3179237541803889,78.34962648439046,1.5173496660513665e-05,4.556040128412974e-10,1.094922376653315e+29,17794.19163022853,423290882203283.25,27485.223538016486,1647403831353796.5,43618.85526558943,9.751818536989461e+27,25700.101405353744,1.9919498852932924e+26,944.2081673397304,9.381990549922263e-08,58620.96422306779,7.30478092178174e-07,27296.760374235404,7.3217509117815694e-06,91549.23183898648,0.0004478420843966796,6734.046233494733,1.1508077125256494e-07,5.122025738591586e-15,0.3797094372114302,2.1772987454450658e-08,0.05931980919451146,0.940680169032501,,6.308044438436821e-11,1898667.8295278032,9.483069523688264e-08,2.0250076015682296e-08,metal,metal,intact,metal
4.26577910397934e-07,69962.8555739123,0.030376436053281657,39769.69693461748,3.051021381429018e-17,69356.7281368128,0.3969132239476547,59325.87510951003,0.003712399457579533,7.479702478760334e-06,8653405.269627115,0.06418700474139608,0.00608567293820659,0.02838503964125039,0.4486117260073551,73.42115114667835,0.0002896093066504327,8.503264006184728e-10,1.183302364703228e+29,18694.676686264174,256249315399179.88,26464.63394129105,4.054173871317279e+16,45417.234445143054,1.865522028926389e+27,20821.70639557591,1.6563686227570782e+27,1086.682029879576,4.485086928569663e-06,46150.59266051709,2.88055856365533e-07,46828.57428412987,5.8439202030727936e-05,86339.29449300635,0.00010882209569346652,22476.10459438294,9.044197731424078e-05,7.680296207366015e-14,0.4013793848167393,1.2302337739124822e-07,0.3262475737249567,0.6737523032516659,,5.077724196593645e-08,13029.557296439383,2.6171092324849555e-05,6.427088498939122e-05,metal,mixed,mixed,metal
